placement_id,mobile,desktop,name,floor_price,enforced_margin,tag_url,creationdate,optimization_goal_id,mobile_percent,imp_order,mobile_percent_skew,chosen
29e5b19691f6d0c152c33c6a8fbb5e50,4023593,6142464,Mangadoom.co 728x90,0.01,15,http://mangadoom.co,12/21/2014 8:37,4,0.3958,7,0.1042,
b44b47ce4e9330acea33a05c9b9f2ed3,1529474,995344,Animehaven.org USA UK AU CA ATF 300x250,0.3,0,http://animehaven.org,7/30/2015 7:36,1,0.6058,6,0.1058,
e72f09d8022416a19af6ad442b09769e,591362,937806,Bluelionsports.com ATF 300x250,0.45,0,http://bluelionsports.com,3/8/2015 8:22,1,0.3867,6,0.1133,
f6c9f132ec96db24bb52d166716cf482,3671265,5881999,Mangadoom.co 160x600,0.01,15,http://mangadoom.co,12/21/2014 8:37,4,0.3843,6,0.1157,
7a627508165ca13190e18d0b38860ca7,1683889,2702472,Mobilads.org Mobile 320x50,0.05,0,http://mobilads.org,8/12/2015 5:39,1,0.3839,6,0.1161,
1263c833351dedd4d190a24124dcfdaf,75669499,46446262,mangatown.com;ros 300x250,0.01,10,http://mangatown.com,3/8/2015 6:32,1,0.6197,8,0.1197,
de5037a1d92acc2e05752eaaa86f26db,1681563,2847371,Whatculture.com BTF 728x90,0.15,0,http://whatculture.com,3/24/2013 5:28,4,0.3713,6,0.1287,
9e98f65cb772133c88363e5563f7b9ab,13529723,23333582,Mangapark.me 728x90,0.06,0,http://mangapark.me,5/13/2015 11:50,2,0.367,7,0.133,
b293ba0fe555a26d9a7dcab476741f54,834666,1444314,BB_2D_FS_KM_ 300x250,0.11,0,http://boreburn.com,8/5/2015 1:50,1,0.3662,6,0.1338,
544b57d715dd691cca18802e5dc8d993,1149988,2015117,$1.50 300x250,1.5,0,http://yourdailydish.com,8/10/2015 7:06,2,0.3633,6,0.1367,
0830ca91784622fd02d7011124289976,1363731,2398685,Tvtropes.org ATF 728x90,0.6,0,http://tvtropes.org,6/3/2015 12:34,4,0.3625,6,0.1375,
c5a6136df6d3e5c6d9c55f0b307d54e9,1179349,655065,Toonova.com:cpmstar 728x90,0.01,0,http://toonova.com,4/28/2015 5:55,1,0.6429,6,0.1429,
2f5faf9c0ca6cc6ea3a133365f0270cf,101370728,55938124,mangatown.com;ros 728x90,0.01,10,http://mangatown.com,3/8/2015 6:32,1,0.6444,8,0.1444,
d603752f64c0abc7b6eff3021bf6abac,954347,524973,Animehaven.org USA UK AU CA ATF 728x90,0.3,0,http://animehaven.org,7/30/2015 7:36,1,0.6451,6,0.1451,
5f61c8a1629e7823a12d060a7d5713d8,2258077,1211156,Toonova.com:cpmstar 160x600,0.01,0,http://toonova.com,4/28/2015 5:59,1,0.6509,6,0.1509,
f2fb5df34a2c39899626e1edbbe846d4,1419893,2707435,Diply.com ​Intl Premium_Desktop_Content Ad1_ 728x90,0.4,0,http://diply.com,2/24/2015 6:37,4,0.344,6,0.156,
fd9bbddbd7eeb8b7f2fd93a07ee5b0c9,381534,734891,Theanswerbank.co.uk UK 160x600,0.75,0,http://theanswerbank.co.uk,7/21/2015 11:01,1,0.3417,6,0.1583,
de5d1317b63528fa12454589a916b50c,815614,421916,Dubbedanimehd.net 728x90,0.25,0,http://dubbedanimehd.net,7/13/2015 7:46,1,0.6591,6,0.1591,
0e42430f825c80036fd1b0a06f6425b9,1111390,2329667,Royalounge.com Below Content 728x90,0.3,0,http://royalounge.com,7/13/2015 8:15,1,0.323,6,0.177,
5cc241f231d7292b16ddccb046d7d388,791741,375417,Dubbedanimehd.net #2 300x250,0.25,0,http://dubbedanimehd.net,7/13/2015 7:52,1,0.6783,6,0.1783,
d7cd93f4383cf2d8a6896131d68967d9,409783,870545,Abovethelaw.com 728x90,1,10,http://abovethelaw.com,6/22/2014 9:28,1,0.3201,6,0.1799,
ae333bfb2801cf1c6d9731d0ead84669,1102826,2453069,Tellynewz.tv BTF 300x250,0.01,10,http://tellynewz.tv,12/15/2014 7:36,2,0.3101,6,0.1899,
93bff74f54579d82d9189371c85c45e4,1086826,2457715,Tellynewz.tv 300x250,0.01,10,http://tellynewz.tv,12/15/2014 6:21,2,0.3066,6,0.1934,
529b45adb160f3ad1b6c17b002f965d1,5148939,2253845,Beforeitsnews.com 300x250,0.9,5,http://www.beforeitsnews.com,2/19/2014 19:24,1,0.6955,6,0.1955,
8fc514b1bf2dd2883471a566c5f12196,631543,1443583,Uberhavoc.com Komoona_300x250_UH 3D,0.85,0,http://uberhavoc.com,8/11/2015 4:37,1,0.3043,6,0.1957,
b3dcf5944edefd3b381e0350d8c12c81,720564,309346,Movieinsider.com US in-content 300x250,0.95,20,http://www.movieinsider.com,4/17/2013 18:53,4,0.6996,6,0.1996,
bfe916efd6d27dc0a3b23495fca7e11a,803747,1894043,Uberhavoc.com Komoona_728x90_UH 2D,0.95,0,http://uberhavoc.com,6/22/2015 6:25,1,0.2979,6,0.2021,
56fed935495fa424299d38e45b1bf2af,542154,1299036,Uberhavoc.com Komoona_300x250_UH 1D,0.9,0,http://uberhavoc.com,8/4/2015 7:02,1,0.2945,6,0.2055,
dcb49c1d85d610b2cd8893218b9e4e24,950142,2289437,Tvtropes.org BTF 300x250,0.7,0,http://tvtropes.org,6/3/2015 12:39,4,0.2933,6,0.2067,
668362eb7ee064341c864d34b185a9e8,840054,2036063,Uberhavoc.com Komoona_728x90_UH 0D,1,0,http://uberhavoc.com,7/29/2015 14:19,1,0.2921,6,0.2079,
c9067007d213ecbef02b685287be676f,870125,357301,Realitysteve.com 160x600,0.5,0,http://www.realitysteve.com,1/16/2013 16:04,4,0.7089,6,0.2089,
3ebb8e92d6d7d41f7672579242cafa63,1108678,454470,Viralscape.com Sidebar 3 300x250,0.8,0,http://viralscape.com,3/19/2015 5:17,1,0.7093,6,0.2093,
6108f81991b81ea3735faf79273134aa,941021,380516,Realitysteve.com 300x250,0.5,0,http://www.realitysteve.com,1/16/2013 16:04,4,0.7121,6,0.2121,
9c7ecbf03291fb3cf81255a5f6cb2e48,603443,1514860,Dailymotion.com DE 160x600,0.5,0,http://dailymotion.com,7/13/2015 10:07,1,0.2849,6,0.2151,
5a04ccf26615a2fbdad4d6375236e641,1093224,433348,Realitysteve.com 2 300x250,0.5,10,http://realitysteve.com,8/6/2014 5:09,4,0.7161,6,0.2161,
dbdfd9aede9c526663378cfd6af400b2,1078234,427486,Viralscape.com Ad Below 300x250,0.6,0,http://viralscape.com,2/23/2015 11:54,1,0.7161,6,0.2161,
25c001048e076f620bbf6187a32fd2a8,2122681,5399339,LD G BTF 160x600,0.45,0,http://lifedaily.com,6/28/2015 5:26,1,0.2822,6,0.2178,
144a4cf21cf998eb3b6e06f6d827289b,3002590,1162826,Freeroms.com 160x600,0.03,0,http://freeroms.com,1/9/2015 0:28,2,0.7208,6,0.2208,
6926a78c4b2a989545c5549d9a56224a,4188776,1605133,Addictinginfo.org #3 300x250,0.75,10,http://addictinginfo.org,10/23/2014 5:37,4,0.723,6,0.223,
3b3d423369784f534e2fd7ec226f8568,3171967,8403056,Idistracted.net BTF-2 300x250,0.3,0,http://idistracted.net,3/26/2015 4:59,1,0.274,7,0.226,
c5d16aaa5c5d6257ed7bf89b8428f384,18684306,6836435,Watchcartoons.me 160x600,0.2,0,http://watchcartoons.me,6/24/2015 9:39,1,0.7321,7,0.2321,
2b0f170c5ba94df8b3a4ce7d06b4ea34,297278,817747,Viralvinny.com BTF 728x90,0.3,0,http://viralvinny.com,3/5/2015 12:22,1,0.2666,6,0.2334,
9078e7132a6fd4ae10748000c9045af3,337452,940562,BB_3D_FS_KM_ 300x250,0.08,0,http://boreburn.com,8/5/2015 1:50,1,0.264,6,0.236,
7cf6290ce7e103cad37b1ad7f7bf97f8,575104,1629749,Lolboom.net BTF 728x90,0.5,0,http://lolboom.net,3/8/2015 8:23,1,0.2608,6,0.2392,
c6c7ef08daa7ca576bfef39d7e4fc25f,355197,1010772,Lolboom.net BTF 300x250,0.5,0,http://lolboom.net,3/8/2015 8:23,1,0.26,6,0.24,
102516abff690b156db83faa32cc0e64,1036805,363491,Monitor-bd.net #2 728x90,0.3,0,http://monitor-bd.net,7/27/2015 4:24,1,0.7404,6,0.2404,
9ae742991f451fb21c6369f45ac34829,700366,2005281,Cheatsheet.com BB1.5 300x250,2.2,0,http://cheatsheet.com,2/10/2015 12:38,2,0.2589,6,0.2411,
60ed3994d971817b25241e43a069ed15,793953,2282371,Lolboom.net ATF 728x90,0.3,0,http://lolboom.net,3/8/2015 8:22,1,0.2581,6,0.2419,
e5e92478d7c9031d65bbcb224b2968c0,1475918,510181,Viralscape.com Sidebar 300x250,0.8,0,http://viralscape.com,3/4/2015 6:46,1,0.7431,6,0.2431,
f5c8c8214ddbbb63e1ea8b6fafc2d76b,1216194,413497,Unwindly.com #2 300x250,1.2,0,http://unwindly.com,7/5/2015 0:25,1,0.7463,6,0.2463,
640b543ade74bd55a5ae21b9e2779522,1285150,420798,Sensacionalista.uol.com.br 300x250,0.6,0,http://sensacionalista.uol.com.br,6/22/2015 7:38,1,0.7533,6,0.2533,
2ef415de7662c1529f259cb35cd265c8,1256580,406771,Unwindly.com 300x250,1.2,0,http://unwindly.com,5/5/2015 10:42,1,0.7555,6,0.2555,
893fc15d5dac6bf6b0fd6510e2ccb449,788016,250867,SOHH.COM RD-ATF 300x250,0.52,0,http://sohh.com,2/23/2015 8:09,1,0.7585,6,0.2585,
fcad34f2f3e22c1435a8b5704679c78f,561764,1765006,Lolboom.net ATF 300x250,0.5,0,http://lolboom.net,3/8/2015 8:22,1,0.2414,6,0.2586,
cc29ae026836cfd1c995cb98c112db98,1963365,621838,Hypun.com 300x250 Default,0.01,0,http://hypun.com,7/19/2015 2:28,4,0.7595,6,0.2595,
9a4904c9fc9d256e927d3108654f5f25,276057,885215,Buzzit.club #2 300x250,0.17,0,http://buzzit.club,6/28/2015 0:53,1,0.2377,6,0.2623,
83994584e2d0769f143b8b35f860fde5,258747,866629,Buzzit.club #2 728x90,0.05,0,http://buzzit.club,6/28/2015 0:53,1,0.2299,6,0.2701,
ab6cf31a9a7faab2fb898d616919b37b,2024923,6782349,$2.00 300x250,2,0,http://yourdailydish.com,6/22/2015 12:11,1,0.2299,6,0.2701,
ac3f6c255d5f8654b7ffb61873516acb,610033,2058334,Boredlion.com ATF 728x90,0.6,0,http://boredlion.com,3/8/2015 8:22,1,0.2286,6,0.2714,
2ac8511e14f056398e1d3b68815d802c,509693,1742860,Newgrounds.com T4 728x90,1.2,0,http://newgrounds.com,4/15/2015 11:10,1,0.2263,6,0.2737,
22ebbcc01c64763f35aa9eb96831934f,1758116,6088590,Cheatsheet.com BTF 728x90,1.9,0,http://cheatsheet.com,3/24/2015 16:40,2,0.2241,6,0.2759,
15e0552f286ba07e64b8b3ded91aee35,243719,849332,Americanlivewire.com ROS 728x90,0.35,5,http://americanlivewire.com,11/15/2013 14:25,4,0.223,6,0.277,
d20640cba7d1ed93c914f5ed67d842d0,224790,791028,Buzzit.club #3 728x90,0.05,0,http://buzzit.club,6/28/2015 0:54,1,0.2213,6,0.2787,
8c392205ccea3153413c029ba453e373,1230889,344285,Wishesquotes.com 300x250,1.25,10,http://wishesquotes.com,12/10/2014 9:12,4,0.7814,6,0.2814,
7887c01d0b7c04b55b8dacb1b5529663,1260024,4672738,EP Premium - ATF 300x250,1.3,0,http://experienceproject.com,4/17/2013 18:57,4,0.2124,6,0.2876,
70b1c0462471ea7883f5992f9693aebe,266215,994853,Jon BTF 300x250,0.33,5,http://americanlivewire.com,11/15/2013 14:25,4,0.2111,6,0.2889,
fc007d18d01169ac6df46f5c589453fe,350949,1338273,Newgrounds.com T1 300x250,2,0,http://newgrounds.com,4/15/2015 11:09,1,0.2078,6,0.2922,
cc0d14b02ce3214a42fd63b51f9b13c0,1568006,6054739,Cheatsheet.com BTF 300x600,2.2,0,http://cheatsheet.com,3/24/2015 16:40,2,0.2057,6,0.2943,
a645304b6e919f4dd9a80581b0a22f75,259227,1192386,Serialreviews.tv BTF 300x250,0.01,10,http://serialreviews.tv,12/15/2014 7:35,2,0.1786,6,0.3214,
da3f2b5cc0d3f734ee6dc74ed76792ab,450250,2083610,Tvtropes.org BTF 728x90,0.6,0,http://tvtropes.org,6/3/2015 12:39,4,0.1777,6,0.3223,
b17466b723f81437a774c2cbf0483add,220106,1103224,Historyinorbit.com ATF 728x90,0.5,0,http://historyinorbit.com,3/11/2015 3:25,1,0.1663,6,0.3337,
fb4e9900aa86ec5bc631b533566c641d,496539,2514456,$2.00 300x600,2,0,http://yourdailydish.com,7/15/2015 11:26,1,0.1649,6,0.3351,
cbcc143288fe2fb86b37ef441a5f5e5c,903881,177800,Blacksportsonline.com 300x250,0.37,0,http://blacksportsonline.com,5/24/2013 17:20,1,0.8356,6,0.3356,
1d0bd2ec4e7928150392dee2a5d49a38,280736,1431876,Addictinginfo.org 300x250,0.75,10,http://addictinginfo.org,7/17/2014 10:05,4,0.1639,6,0.3361,
99d3bf274631732979db0a8f5a5164d6,205119,1060835,Historyinorbit.com ATF 300x250,0.55,0,http://historyinorbit.com,3/11/2015 3:25,2,0.162,6,0.338,
9ab7b58a7f5eff0f50ba8661925747a9,587036,3143835,EP Premium - BTF 300x250,0.55,0,http://experienceproject.com,3/10/2015 17:34,4,0.1573,6,0.3427,
12dd74c1239d51568daf2097bbb9d672,158621,882696,Historyinorbit.com BTF 300x250,0.55,0,http://historyinorbit.com,3/11/2015 3:25,1,0.1523,6,0.3477,
f31e8a052baa16a3b2b18469e370686f,1076382,193229,Vayaface.es 300x250,0.3,0,http://vayaface.es,4/20/2015 13:43,1,0.8478,6,0.3478,
b7501941eb6af0f2af14580fb5f089f7,192440,1074101,Serialreviews.tv BTF 728x90,0.01,10,http://serialreviews.tv,12/15/2014 7:35,2,0.1519,6,0.3481,
9e3d6bc25d973ab69c133a900ba39f13,921500,152982,Vayaface.es Mobile 300x250,0.25,0,http://vayaface.es,4/21/2015 3:25,1,0.8576,6,0.3576,
2699bdfa3f74e043fc6a3310ed11f69a,135511,891963,Viralworld.net BTF 300x250,0.6,0,http://viralworld.net,3/8/2015 8:26,1,0.1319,6,0.3681,
6dc4f555733fbea93b75cab8253a485c,1328088,200871,Lifehack.org Remnant 728x90,0.2,0,http://lifehack.org,8/6/2015 13:49,1,0.8686,6,0.3686,
c0815ae407f0e4e44a2434916caa1cc0,3220853,472021,Kalerkantho.com 300x250,0.25,0,http://kalerkantho.com,6/22/2015 9:20,1,0.8722,6,0.3722,
b8005378da00bde507039dc7f45dc3f5,1135123,7860439,Kisscartoon.me 300x250,0.8,5,http://kisscartoon.me,4/2/2015 2:28,1,0.1262,6,0.3738,
fd3589722614c606caf142438f2f143c,25269181,3594105,Theyoungcons.com 160x600,1,10,http://youngcons.com,2/13/2014 11:44,4,0.8755,7,0.3755,
12c9790bb65efae3e4853533211ea6f7,1133863,159963,Viraldips.com BTF 300x250,0.4,10,http://viraldips.com,10/14/2014 8:42,2,0.8764,6,0.3764,
2c5b6a7f761aa9452ae2f79ff25ccab4,543760,3890761,Kisscartoon.me 160x600,0.8,5,http://kisscartoon.me,4/2/2015 2:28,1,0.1226,6,0.3774,
a3151e0aea28ef84f9848efdd16082e3,3020880,410469,Hypun.com 300x250_1,0.35,0,http://hypun.com,7/19/2015 2:28,4,0.8804,6,0.3804,
999d4e62a36695a02e8960bc608e163d,3422750,430916,Popnom.com Tier 2 300x250,0.8,0,http://popnom.com,7/22/2015 8:20,2,0.8882,6,0.3882,
31db324f06c0281df23672457cf92104,1795969,212102,Earthporm.com 300x600,1,0,http://earthporm.com,5/15/2015 0:33,1,0.8944,6,0.3944,
24f0e12bc0bfbcf37d2f5e3a43cdf7da,255444,2236612,mangahere.co;ros 160x600,0.01,0,http://mangahere.co,3/3/2015 11:41,1,0.1025,6,0.3975,
10bb54366a2ea9cb261ece8d7a83b0a1,197120,1828846,Buzzcontrol.com Mobile 728x90,0.4,0,http://buzzcontrol.com,3/17/2015 13:03,2,0.0973,6,0.4027,
0939f772c7a02d28b6ba319d690e57dd,2056981,212054,Earthporm.com 728x90,1.5,0,http://earthporm.com,5/15/2015 0:33,1,0.9065,6,0.4065,
4a635e20797109326126aae8a216606a,114009,1132870,Viralworld.net BTF 728x90,0.6,0,http://viralworld.net,3/8/2015 8:26,1,0.0914,6,0.4086,
65133da3b3d0459fb5428dd62c43945e,2130758,209430,Idealistrevolution.org 160x600,1.25,0,http://idealistrevolution.org,8/6/2015 17:26,1,0.9105,6,0.4105,
af57fc513295913b98c31bb17e821ae7,17815157,1580341,Viraldips.com BTF Tier 2 300x250,0.2,10,http://viraldips.com,10/20/2014 5:22,2,0.9185,7,0.4185,
3d5146ac12ad9dcc3bd75f4c221c469e,18308732,1598182,Viraldips.com ATF Tier 2 300x250,0.2,10,http://viraldips.com,10/20/2014 5:22,2,0.9197,7,0.4197,
126075c77ddb594dccbaa3e19e9d89fc,1270477,108871,Viraldips.com ATF 728x90,0.01,10,http://viraldips.com,10/14/2014 8:42,2,0.9211,6,0.4211,
be4aaec7ef565f4464c9e7eb460fc01c,1278039,107048,Viraldips.com BTF 728x90,0.01,10,http://viraldips.com,10/14/2014 8:42,2,0.9227,6,0.4227,
cdb7d1df0367d50a8ea5d18a23cc4004,29151697,1844755,Viraldips.com ATF Tier 2 728x90,0.2,10,http://viraldips.com,10/20/2014 5:22,2,0.9405,7,0.4405,
024d8beb21e2373efb533a981026cda4,2035515,126527,Cheesyvibes.com ATF 728x90,0.5,5,http://cheesyvibes.com,1/26/2015 5:45,2,0.9415,6,0.4415,
83e9544223e719352b93bb1bd875dd4e,10902023,652767,Viraldips.com ATF 300x250,0.4,10,http://viraldips.com,10/14/2014 8:42,2,0.9435,7,0.4435,
64ee9d9d5d2b521d7ca4e465f5b728a5,1788286,75513,Newsiosity.com ATF 300x250,0.4,10,http://newsiosity.com,11/5/2014 16:01,4,0.9595,6,0.4595,
